src	dest	type	weight
criminal behavior	Upholding legal and constitutional rights	∨	0
criminal behavior	Respect and Influence	∧	0
criminal behavior	Respect and Influence	→	1
criminal behavior	Respect and Influence	∨	0
criminal behavior	Upholds ethical and legal standards	∧	1
criminal behavior	Upholds ethical and legal standards	→	0
criminal behavior	Upholds ethical and legal standards	∨	0
criminal behavior	Impact on society and individuals	∧	1
criminal behavior	Impact on society and individuals	→	1
criminal behavior	Impact on society and individuals	∨	0
criminal behavior	Does not cause harm to others	∧	1
criminal behavior	Does not cause harm to others	→	1
criminal behavior	Does not cause harm to others	∨	0
criminal behavior	Legal compliance	∧	1
criminal behavior	Legal compliance	→	0
criminal behavior	Legal compliance	∨	0
criminal behavior	Should respect fundamental human rights	∧	0
criminal behavior	Should respect fundamental human rights	→	1
criminal behavior	Should respect fundamental human rights	∨	1
criminal behavior	Birthright citizenship	∧	1
criminal behavior	Birthright citizenship	→	1
criminal behavior	Birthright citizenship	∨	0
criminal behavior	Impact on physical and mental health	∧	0
criminal behavior	Impact on physical and mental health	→	1
criminal behavior	Impact on physical and mental health	∨	0
criminal behavior	Promotes social and economic equality	∧	1
criminal behavior	Promotes social and economic equality	→	0
criminal behavior	Promotes social and economic equality	∨	0
criminal behavior	Offers competitive wages and treats workers with respect	∧	1
criminal behavior	Offers competitive wages and treats workers with respect	→	0
criminal behavior	Offers competitive wages and treats workers with respect	∨	0
criminal behavior	creates social, economic, or political challenges	∧	2
criminal behavior	creates social, economic, or political challenges	→	0
criminal behavior	creates social, economic, or political challenges	∨	0
criminal behavior	Promotes overall well-being	∧	2
criminal behavior	Promotes overall well-being	→	0
criminal behavior	Promotes overall well-being	∨	0
criminal behavior	Impact on society	∧	1
criminal behavior	Impact on society	→	0
criminal behavior	Impact on society	∨	0
criminal behavior	Stance on controversial issues	∧	1
criminal behavior	Stance on controversial issues	→	0
criminal behavior	Stance on controversial issues	∨	0
criminal behavior	Impact on public safety and crime prevention: _	∧	5
criminal behavior	Impact on public safety and crime prevention: _	→	0
criminal behavior	Impact on public safety and crime prevention: _	∨	1
Promotes ethical and fair behavior	criminal behavior	∧	6
Promotes ethical and fair behavior	criminal behavior	→	0
Promotes ethical and fair behavior	criminal behavior	∨	0
Promotes ethical and fair behavior	Consistency with legal principles	∧	1
Promotes ethical and fair behavior	Consistency with legal principles	→	0
Promotes ethical and fair behavior	Consistency with legal principles	∨	0
Promotes ethical and fair behavior	Promotes violence and warfare	∧	2
Promotes ethical and fair behavior	Promotes violence and warfare	→	1
Promotes ethical and fair behavior	Promotes violence and warfare	∨	0
Promotes ethical and fair behavior	Does not pose a threat to national security	∧	3
Promotes ethical and fair behavior	Does not pose a threat to national security	→	0
Promotes ethical and fair behavior	Does not pose a threat to national security	∨	0
Consistency with legal principles	Promotes ethical and fair behavior	∧	1
Consistency with legal principles	Promotes ethical and fair behavior	→	0
Consistency with legal principles	Promotes ethical and fair behavior	∨	0
Consistency with legal principles	Promotes violence and warfare	∧	0
Consistency with legal principles	Promotes violence and warfare	→	1
Consistency with legal principles	Promotes violence and warfare	∨	0
Consistency with legal principles	criminal behavior	∧	3
Consistency with legal principles	criminal behavior	→	0
Consistency with legal principles	criminal behavior	∨	0
Consistency with legal principles	Does not pose a threat to national security	∧	1
Consistency with legal principles	Does not pose a threat to national security	→	0
Consistency with legal principles	Does not pose a threat to national security	∨	0
Promotes violence and warfare	criminal behavior	∧	3
Promotes violence and warfare	criminal behavior	→	0
Promotes violence and warfare	criminal behavior	∨	0
Promotes violence and warfare	Does not pose a threat to national security	∧	1
Promotes violence and warfare	Does not pose a threat to national security	→	0
Promotes violence and warfare	Does not pose a threat to national security	∨	0
Does not pose a threat to national security	criminal behavior	∧	3
Does not pose a threat to national security	criminal behavior	→	0
Does not pose a threat to national security	criminal behavior	∨	0
Does not pose a threat to national security	Promotes ethical and fair behavior	∧	3
Does not pose a threat to national security	Promotes ethical and fair behavior	→	2
Does not pose a threat to national security	Promotes ethical and fair behavior	∨	0
Does not pose a threat to national security	Consistency with legal principles	∧	1
Does not pose a threat to national security	Consistency with legal principles	→	0
Does not pose a threat to national security	Consistency with legal principles	∨	0
Does not pose a threat to national security	Promotes violence and warfare	∧	1
Does not pose a threat to national security	Promotes violence and warfare	→	0
Does not pose a threat to national security	Promotes violence and warfare	∨	0
Does not pose a threat to national security	Safety	∧	1
Does not pose a threat to national security	Safety	→	10
Does not pose a threat to national security	Safety	∨	0
Promotes healthy and sustainable lifestyle choices	criminal behavior	∧	2
Promotes healthy and sustainable lifestyle choices	criminal behavior	→	1
Promotes healthy and sustainable lifestyle choices	criminal behavior	∨	0
Promotes healthy and sustainable lifestyle choices	does not promote violence	∧	0
Promotes healthy and sustainable lifestyle choices	does not promote violence	→	1
Promotes healthy and sustainable lifestyle choices	does not promote violence	∨	0
Promotes healthy and sustainable lifestyle choices	Upholds fundamental human rights	∧	0
Promotes healthy and sustainable lifestyle choices	Upholds fundamental human rights	→	1
Promotes healthy and sustainable lifestyle choices	Upholds fundamental human rights	∨	0
Promotes healthy and sustainable lifestyle choices	supports gender equality	∧	0
Promotes healthy and sustainable lifestyle choices	supports gender equality	→	1
Promotes healthy and sustainable lifestyle choices	supports gender equality	∨	0
does not promote violence	Upholds fundamental human rights	∧	0
does not promote violence	Upholds fundamental human rights	→	0
does not promote violence	Upholds fundamental human rights	∨	1
does not promote violence	Supports positive growth and well-being	∧	2
does not promote violence	Supports positive growth and well-being	→	0
does not promote violence	Supports positive growth and well-being	∨	0
Upholds fundamental human rights	does not promote violence	∧	0
Upholds fundamental human rights	does not promote violence	→	0
Upholds fundamental human rights	does not promote violence	∨	1
Upholds fundamental human rights	supports gender equality	∧	0
Upholds fundamental human rights	supports gender equality	→	0
Upholds fundamental human rights	supports gender equality	∨	1
Upholds fundamental human rights	Supports positive growth and well-being	∧	1
Upholds fundamental human rights	Supports positive growth and well-being	→	0
Upholds fundamental human rights	Supports positive growth and well-being	∨	0
supports gender equality	Upholds fundamental human rights	∧	0
supports gender equality	Upholds fundamental human rights	→	0
supports gender equality	Upholds fundamental human rights	∨	1
supports gender equality	Supports positive growth and well-being	∧	1
supports gender equality	Supports positive growth and well-being	→	0
supports gender equality	Supports positive growth and well-being	∨	0
Supports positive growth and well-being	does not promote violence	∧	2
Supports positive growth and well-being	does not promote violence	→	0
Supports positive growth and well-being	does not promote violence	∨	0
Supports positive growth and well-being	Upholds fundamental human rights	∧	1
